,film_id,actor_id,actor_name,popularity
846,305,33,Milla Peck,24
847,306,33,Milla Peck,24
848,473,33,Milla Peck,24
849,489,33,Milla Peck,24
850,574,33,Milla Peck,24
851,618,33,Milla Peck,24
852,667,33,Milla Peck,24
853,694,33,Milla Peck,24
854,712,33,Milla Peck,24
855,735,33,Milla Peck,24
856,737,33,Milla Peck,24
857,754,33,Milla Peck,24
858,775,33,Milla Peck,24
859,878,33,Milla Peck,24
860,881,33,Milla Peck,24
861,965,33,Milla Peck,24
862,972,33,Milla Peck,24
863,993,33,Milla Peck,24
864,43,34,Audrey Olivier,25
865,90,34,Audrey Olivier,25
866,119,34,Audrey Olivier,25
867,125,34,Audrey Olivier,25
868,172,34,Audrey Olivier,25
869,182,34,Audrey Olivier,25
870,244,34,Audrey Olivier,25
871,336,34,Audrey Olivier,25
872,389,34,Audrey Olivier,25
873,393,34,Audrey Olivier,25
874,438,34,Audrey Olivier,25
875,493,34,Audrey Olivier,25
876,502,34,Audrey Olivier,25
877,525,34,Audrey Olivier,25
878,668,34,Audrey Olivier,25
879,720,34,Audrey Olivier,25
880,779,34,Audrey Olivier,25
881,788,34,Audrey Olivier,25
882,794,34,Audrey Olivier,25
883,836,34,Audrey Olivier,25
884,846,34,Audrey Olivier,25
885,853,34,Audrey Olivier,25
886,929,34,Audrey Olivier,25
887,950,34,Audrey Olivier,25
888,971,34,Audrey Olivier,25
889,10,35,Judy Dean,15
890,35,35,Judy Dean,15
891,52,35,Judy Dean,15
892,201,35,Judy Dean,15
893,256,35,Judy Dean,15
894,389,35,Judy Dean,15
895,589,35,Judy Dean,15
896,612,35,Judy Dean,15
897,615,35,Judy Dean,15
898,707,35,Judy Dean,15
899,732,35,Judy Dean,15
900,738,35,Judy Dean,15
901,748,35,Judy Dean,15
902,817,35,Judy Dean,15
903,914,35,Judy Dean,15
904,15,36,Burt Dukakis,29
905,81,36,Burt Dukakis,29
906,171,36,Burt Dukakis,29
907,231,36,Burt Dukakis,29
908,245,36,Burt Dukakis,29
909,283,36,Burt Dukakis,29
910,380,36,Burt Dukakis,29
911,381,36,Burt Dukakis,29
912,387,36,Burt Dukakis,29
913,390,36,Burt Dukakis,29
914,410,36,Burt Dukakis,29
915,426,36,Burt Dukakis,29
916,427,36,Burt Dukakis,29
917,453,36,Burt Dukakis,29
918,466,36,Burt Dukakis,29
919,484,36,Burt Dukakis,29
920,493,36,Burt Dukakis,29
921,499,36,Burt Dukakis,29
922,569,36,Burt Dukakis,29
923,590,36,Burt Dukakis,29
924,600,36,Burt Dukakis,29
925,714,36,Burt Dukakis,29
926,715,36,Burt Dukakis,29
927,716,36,Burt Dukakis,29
928,731,36,Burt Dukakis,29
929,875,36,Burt Dukakis,29
930,915,36,Burt Dukakis,29
931,931,36,Burt Dukakis,29
932,956,36,Burt Dukakis,29
933,10,37,Val Bolger,35
934,12,37,Val Bolger,35
935,19,37,Val Bolger,35
936,118,37,Val Bolger,35
937,119,37,Val Bolger,35
938,122,37,Val Bolger,35
939,146,37,Val Bolger,35
940,204,37,Val Bolger,35
941,253,37,Val Bolger,35
942,260,37,Val Bolger,35
943,277,37,Val Bolger,35
944,317,37,Val Bolger,35
945,467,37,Val Bolger,35
946,477,37,Val Bolger,35
947,485,37,Val Bolger,35
948,508,37,Val Bolger,35
949,529,37,Val Bolger,35
950,553,37,Val Bolger,35
951,555,37,Val Bolger,35
952,572,37,Val Bolger,35
953,588,37,Val Bolger,35
954,662,37,Val Bolger,35
955,663,37,Val Bolger,35
956,694,37,Val Bolger,35
957,697,37,Val Bolger,35
958,785,37,Val Bolger,35
959,839,37,Val Bolger,35
960,840,37,Val Bolger,35
961,853,37,Val Bolger,35
962,900,37,Val Bolger,35
963,925,37,Val Bolger,35
964,963,37,Val Bolger,35
965,966,37,Val Bolger,35
966,989,37,Val Bolger,35
967,997,37,Val Bolger,35
968,24,38,Tom Mckellen,25
969,111,38,Tom Mckellen,25
970,160,38,Tom Mckellen,25
971,176,38,Tom Mckellen,25
972,223,38,Tom Mckellen,25
973,241,38,Tom Mckellen,25
974,274,38,Tom Mckellen,25
975,335,38,Tom Mckellen,25
976,338,38,Tom Mckellen,25
977,353,38,Tom Mckellen,25
978,448,38,Tom Mckellen,25
979,450,38,Tom Mckellen,25
980,458,38,Tom Mckellen,25
981,501,38,Tom Mckellen,25
982,516,38,Tom Mckellen,25
983,547,38,Tom Mckellen,25
984,583,38,Tom Mckellen,25
985,618,38,Tom Mckellen,25
986,619,38,Tom Mckellen,25
987,705,38,Tom Mckellen,25
988,793,38,Tom Mckellen,25
989,827,38,Tom Mckellen,25
990,839,38,Tom Mckellen,25
991,853,38,Tom Mckellen,25
992,876,38,Tom Mckellen,25
993,71,39,Goldie Brody,28
994,73,39,Goldie Brody,28
995,168,39,Goldie Brody,28
996,203,39,Goldie Brody,28
997,222,39,Goldie Brody,28
998,290,39,Goldie Brody,28
999,293,39,Goldie Brody,28
1000,320,39,Goldie Brody,28
1001,415,39,Goldie Brody,28
1002,425,39,Goldie Brody,28
1003,431,39,Goldie Brody,28
1004,456,39,Goldie Brody,28
1005,476,39,Goldie Brody,28
1006,559,39,Goldie Brody,28
1007,587,39,Goldie Brody,28
1008,598,39,Goldie Brody,28
1009,606,39,Goldie Brody,28
1010,648,39,Goldie Brody,28
1011,683,39,Goldie Brody,28
1012,689,39,Goldie Brody,28
1013,696,39,Goldie Brody,28
1014,700,39,Goldie Brody,28
1015,703,39,Goldie Brody,28
1016,736,39,Goldie Brody,28
1017,772,39,Goldie Brody,28
1018,815,39,Goldie Brody,28
1019,831,39,Goldie Brody,28
1020,920,39,Goldie Brody,28
1021,1,40,Johnny Cage,29
1022,11,40,Johnny Cage,29
1023,34,40,Johnny Cage,29
1024,107,40,Johnny Cage,29
1025,128,40,Johnny Cage,29
1026,163,40,Johnny Cage,29
1027,177,40,Johnny Cage,29
1028,223,40,Johnny Cage,29
1029,233,40,Johnny Cage,29
1030,326,40,Johnny Cage,29
1031,374,40,Johnny Cage,29
1032,394,40,Johnny Cage,29
1033,396,40,Johnny Cage,29
1034,463,40,Johnny Cage,29
1035,466,40,Johnny Cage,29
1036,494,40,Johnny Cage,29
1037,521,40,Johnny Cage,29
1038,723,40,Johnny Cage,29
1039,737,40,Johnny Cage,29
1040,744,40,Johnny Cage,29
1041,747,40,Johnny Cage,29
1042,754,40,Johnny Cage,29
1043,799,40,Johnny Cage,29
1044,835,40,Johnny Cage,29
1045,868,40,Johnny Cage,29
1046,869,40,Johnny Cage,29
1047,887,40,Johnny Cage,29
1048,933,40,Johnny Cage,29
1049,938,40,Johnny Cage,29
1050,4,41,Jodie Degeneres,29
1051,60,41,Jodie Degeneres,29
1052,69,41,Jodie Degeneres,29
1053,86,41,Jodie Degeneres,29
1054,100,41,Jodie Degeneres,29
1055,150,41,Jodie Degeneres,29
1056,159,41,Jodie Degeneres,29
1057,194,41,Jodie Degeneres,29
1058,203,41,Jodie Degeneres,29
1059,212,41,Jodie Degeneres,29
1060,230,41,Jodie Degeneres,29
1061,249,41,Jodie Degeneres,29
1062,252,41,Jodie Degeneres,29
1063,305,41,Jodie Degeneres,29
1064,336,41,Jodie Degeneres,29
1065,383,41,Jodie Degeneres,29
1066,544,41,Jodie Degeneres,29
1067,596,41,Jodie Degeneres,29
1068,657,41,Jodie Degeneres,29
1069,674,41,Jodie Degeneres,29
1070,678,41,Jodie Degeneres,29
1071,721,41,Jodie Degeneres,29
1072,724,41,Jodie Degeneres,29
1073,779,41,Jodie Degeneres,29
1074,784,41,Jodie Degeneres,29
1075,799,41,Jodie Degeneres,29
1076,894,41,Jodie Degeneres,29
1077,912,41,Jodie Degeneres,29
1078,942,41,Jodie Degeneres,29
1079,24,42,Tom Miranda,27
1080,139,42,Tom Miranda,27
1081,309,42,Tom Miranda,27
1082,320,42,Tom Miranda,27
1083,333,42,Tom Miranda,27
1084,500,42,Tom Miranda,27
1085,502,42,Tom Miranda,27
1086,505,42,Tom Miranda,27
1087,527,42,Tom Miranda,27
1088,535,42,Tom Miranda,27
1089,546,42,Tom Miranda,27
1090,568,42,Tom Miranda,27
1091,648,42,Tom Miranda,27
1092,665,42,Tom Miranda,27
1093,673,42,Tom Miranda,27
1094,687,42,Tom Miranda,27
1095,713,42,Tom Miranda,27
1096,738,42,Tom Miranda,27
1097,798,42,Tom Miranda,27
1098,861,42,Tom Miranda,27
1099,865,42,Tom Miranda,27
1100,867,42,Tom Miranda,27
1101,876,42,Tom Miranda,27
1102,890,42,Tom Miranda,27
1103,907,42,Tom Miranda,27
1104,922,42,Tom Miranda,27
1105,932,42,Tom Miranda,27
1106,19,43,Kirk Jovovich,26
1107,42,43,Kirk Jovovich,26
1108,56,43,Kirk Jovovich,26
1109,89,43,Kirk Jovovich,26
1110,105,43,Kirk Jovovich,26
1111,147,43,Kirk Jovovich,26
1112,161,43,Kirk Jovovich,26
1113,180,43,Kirk Jovovich,26
1114,239,43,Kirk Jovovich,26
1115,276,43,Kirk Jovovich,26
1116,330,43,Kirk Jovovich,26
1117,344,43,Kirk Jovovich,26
1118,359,43,Kirk Jovovich,26
1119,377,43,Kirk Jovovich,26
1120,410,43,Kirk Jovovich,26
1121,462,43,Kirk Jovovich,26
1122,533,43,Kirk Jovovich,26
1123,598,43,Kirk Jovovich,26
1124,605,43,Kirk Jovovich,26
1125,608,43,Kirk Jovovich,26
1126,621,43,Kirk Jovovich,26
1127,753,43,Kirk Jovovich,26
1128,827,43,Kirk Jovovich,26
1129,833,43,Kirk Jovovich,26
1130,917,43,Kirk Jovovich,26
1131,958,43,Kirk Jovovich,26
1132,58,44,Nick Stallone,30
1133,84,44,Nick Stallone,30
1134,88,44,Nick Stallone,30
1135,94,44,Nick Stallone,30
1136,109,44,Nick Stallone,30
1137,176,44,Nick Stallone,30
1138,242,44,Nick Stallone,30
1139,273,44,Nick Stallone,30
1140,322,44,Nick Stallone,30
1141,420,44,Nick Stallone,30
1142,434,44,Nick Stallone,30
1143,490,44,Nick Stallone,30
1144,591,44,Nick Stallone,30
1145,598,44,Nick Stallone,30
1146,604,44,Nick Stallone,30
1147,699,44,Nick Stallone,30
1148,751,44,Nick Stallone,30
1149,784,44,Nick Stallone,30
1150,825,44,Nick Stallone,30
1151,854,44,Nick Stallone,30
1152,875,44,Nick Stallone,30
1153,878,44,Nick Stallone,30
1154,883,44,Nick Stallone,30
1155,896,44,Nick Stallone,30
1156,902,44,Nick Stallone,30
1157,937,44,Nick Stallone,30
1158,944,44,Nick Stallone,30
1159,952,44,Nick Stallone,30
1160,982,44,Nick Stallone,30
1161,998,44,Nick Stallone,30
1162,18,45,Reese Kilmer,32
1163,65,45,Reese Kilmer,32
1164,66,45,Reese Kilmer,32
1165,115,45,Reese Kilmer,32
1166,117,45,Reese Kilmer,32
1167,164,45,Reese Kilmer,32
1168,187,45,Reese Kilmer,32
1169,198,45,Reese Kilmer,32
1170,219,45,Reese Kilmer,32
1171,330,45,Reese Kilmer,32
1172,407,45,Reese Kilmer,32
1173,416,45,Reese Kilmer,32
1174,463,45,Reese Kilmer,32
1175,467,45,Reese Kilmer,32
1176,484,45,Reese Kilmer,32
1177,502,45,Reese Kilmer,32
1178,503,45,Reese Kilmer,32
1179,508,45,Reese Kilmer,32
1180,537,45,Reese Kilmer,32
1181,680,45,Reese Kilmer,32
1182,714,45,Reese Kilmer,32
1183,767,45,Reese Kilmer,32
1184,778,45,Reese Kilmer,32
1185,797,45,Reese Kilmer,32
1186,810,45,Reese Kilmer,32
1187,895,45,Reese Kilmer,32
1188,900,45,Reese Kilmer,32
1189,901,45,Reese Kilmer,32
1190,920,45,Reese Kilmer,32
1191,925,45,Reese Kilmer,32
1192,975,45,Reese Kilmer,32
1193,978,45,Reese Kilmer,32
1194,38,46,Parker Goldberg,24
1195,51,46,Parker Goldberg,24
1196,174,46,Parker Goldberg,24
1197,254,46,Parker Goldberg,24
1198,296,46,Parker Goldberg,24
1199,319,46,Parker Goldberg,24
1200,407,46,Parker Goldberg,24
1201,448,46,Parker Goldberg,24
1202,456,46,Parker Goldberg,24
1203,463,46,Parker Goldberg,24
1204,478,46,Parker Goldberg,24
1205,538,46,Parker Goldberg,24
1206,540,46,Parker Goldberg,24
1207,567,46,Parker Goldberg,24
1208,731,46,Parker Goldberg,24
1209,766,46,Parker Goldberg,24
1210,768,46,Parker Goldberg,24
1211,820,46,Parker Goldberg,24
1212,829,46,Parker Goldberg,24
1213,830,46,Parker Goldberg,24
1214,836,46,Parker Goldberg,24
1215,889,46,Parker Goldberg,24
1216,980,46,Parker Goldberg,24
1217,991,46,Parker Goldberg,24
1218,25,47,Julia Barrymore,24
1219,36,47,Julia Barrymore,24
1220,53,47,Julia Barrymore,24
1221,67,47,Julia Barrymore,24
1222,172,47,Julia Barrymore,24
1223,233,47,Julia Barrymore,24
1224,273,47,Julia Barrymore,24
1225,351,47,Julia Barrymore,24
1226,385,47,Julia Barrymore,24
1227,484,47,Julia Barrymore,24
1228,508,47,Julia Barrymore,24
1229,576,47,Julia Barrymore,24
1230,670,47,Julia Barrymore,24
1231,734,47,Julia Barrymore,24
1232,737,47,Julia Barrymore,24
1233,770,47,Julia Barrymore,24
1234,777,47,Julia Barrymore,24
1235,787,47,Julia Barrymore,24
1236,790,47,Julia Barrymore,24
1237,913,47,Julia Barrymore,24
1238,923,47,Julia Barrymore,24
1239,924,47,Julia Barrymore,24
1240,944,47,Julia Barrymore,24
1241,973,47,Julia Barrymore,24
1242,99,48,Frances Day-Lewis,26
1243,101,48,Frances Day-Lewis,26
1244,134,48,Frances Day-Lewis,26
1245,150,48,Frances Day-Lewis,26
1246,164,48,Frances Day-Lewis,26
1247,211,48,Frances Day-Lewis,26
1248,245,48,Frances Day-Lewis,26
1249,267,48,Frances Day-Lewis,26
1250,287,48,Frances Day-Lewis,26
1251,295,48,Frances Day-Lewis,26
1252,312,48,Frances Day-Lewis,26
1253,315,48,Frances Day-Lewis,26
1254,345,48,Frances Day-Lewis,26
1255,349,48,Frances Day-Lewis,26
1256,428,48,Frances Day-Lewis,26
1257,506,48,Frances Day-Lewis,26
1258,545,48,Frances Day-Lewis,26
1259,559,48,Frances Day-Lewis,26
1260,570,48,Frances Day-Lewis,26
1261,599,48,Frances Day-Lewis,26
1262,645,48,Frances Day-Lewis,26
1263,705,48,Frances Day-Lewis,26
1264,757,48,Frances Day-Lewis,26
1265,792,48,Frances Day-Lewis,26
1266,922,48,Frances Day-Lewis,26
1267,926,48,Frances Day-Lewis,26
1268,31,49,Anne Cronyn,27
1269,151,49,Anne Cronyn,27
1270,195,49,Anne Cronyn,27
1271,207,49,Anne Cronyn,27
1272,250,49,Anne Cronyn,27
1273,282,49,Anne Cronyn,27
1274,348,49,Anne Cronyn,27
1275,391,49,Anne Cronyn,27
1276,400,49,Anne Cronyn,27
1277,407,49,Anne Cronyn,27
1278,423,49,Anne Cronyn,27
1279,433,49,Anne Cronyn,27
1280,469,49,Anne Cronyn,27
1281,506,49,Anne Cronyn,27
1282,542,49,Anne Cronyn,27
1283,558,49,Anne Cronyn,27
1284,579,49,Anne Cronyn,27
1285,595,49,Anne Cronyn,27
1286,662,49,Anne Cronyn,27
1287,709,49,Anne Cronyn,27
1288,716,49,Anne Cronyn,27
1289,725,49,Anne Cronyn,27
1290,729,49,Anne Cronyn,27
1291,811,49,Anne Cronyn,27
1292,927,49,Anne Cronyn,27
1293,977,49,Anne Cronyn,27
1294,980,49,Anne Cronyn,27
1295,111,50,Natalie Hopkins,32
1296,178,50,Natalie Hopkins,32
1297,243,50,Natalie Hopkins,32
1298,248,50,Natalie Hopkins,32
1299,274,50,Natalie Hopkins,32
1300,288,50,Natalie Hopkins,32
1301,303,50,Natalie Hopkins,32
1302,306,50,Natalie Hopkins,32
1303,327,50,Natalie Hopkins,32
1304,372,50,Natalie Hopkins,32
1305,401,50,Natalie Hopkins,32
1306,417,50,Natalie Hopkins,32
1307,420,50,Natalie Hopkins,32
1308,437,50,Natalie Hopkins,32
1309,476,50,Natalie Hopkins,32
1310,504,50,Natalie Hopkins,32
1311,520,50,Natalie Hopkins,32
1312,552,50,Natalie Hopkins,32
1313,591,50,Natalie Hopkins,32
1314,621,50,Natalie Hopkins,32
1315,632,50,Natalie Hopkins,32
1316,645,50,Natalie Hopkins,32
1317,672,50,Natalie Hopkins,32
1318,717,50,Natalie Hopkins,32
1319,732,50,Natalie Hopkins,32
1320,795,50,Natalie Hopkins,32
1321,829,50,Natalie Hopkins,32
1322,840,50,Natalie Hopkins,32
1323,897,50,Natalie Hopkins,32
1324,918,50,Natalie Hopkins,32
1325,924,50,Natalie Hopkins,32
1326,957,50,Natalie Hopkins,32
1327,5,51,Gary Phoenix,25
1328,63,51,Gary Phoenix,25
1329,103,51,Gary Phoenix,25
1330,112,51,Gary Phoenix,25
1331,121,51,Gary Phoenix,25
1332,153,51,Gary Phoenix,25
1333,395,51,Gary Phoenix,25
1334,408,51,Gary Phoenix,25
1335,420,51,Gary Phoenix,25
1336,461,51,Gary Phoenix,25
1337,490,51,Gary Phoenix,25
1338,525,51,Gary Phoenix,25
1339,627,51,Gary Phoenix,25
1340,678,51,Gary Phoenix,25
1341,733,51,Gary Phoenix,25
1342,734,51,Gary Phoenix,25
1343,737,51,Gary Phoenix,25
1344,750,51,Gary Phoenix,25
1345,847,51,Gary Phoenix,25
1346,891,51,Gary Phoenix,25
1347,895,51,Gary Phoenix,25
1348,940,51,Gary Phoenix,25
1349,974,51,Gary Phoenix,25
1350,990,51,Gary Phoenix,25
1351,993,51,Gary Phoenix,25
1352,20,52,Carmen Hunt,26
1353,92,52,Carmen Hunt,26
1354,96,52,Carmen Hunt,26
1355,108,52,Carmen Hunt,26
1356,203,52,Carmen Hunt,26
1357,249,52,Carmen Hunt,26
1358,341,52,Carmen Hunt,26
1359,376,52,Carmen Hunt,26
1360,388,52,Carmen Hunt,26
1361,407,52,Carmen Hunt,26
1362,424,52,Carmen Hunt,26
1363,474,52,Carmen Hunt,26
1364,515,52,Carmen Hunt,26
1365,517,52,Carmen Hunt,26
1366,584,52,Carmen Hunt,26
1367,596,52,Carmen Hunt,26
1368,664,52,Carmen Hunt,26
1369,675,52,Carmen Hunt,26
1370,689,52,Carmen Hunt,26
1371,714,52,Carmen Hunt,26
1372,812,52,Carmen Hunt,26
1373,878,52,Carmen Hunt,26
1374,879,52,Carmen Hunt,26
1375,915,52,Carmen Hunt,26
1376,951,52,Carmen Hunt,26
1377,999,52,Carmen Hunt,26
1378,1,53,Mena Temple,30
1379,9,53,Mena Temple,30
1380,51,53,Mena Temple,30
1381,58,53,Mena Temple,30
1382,109,53,Mena Temple,30
1383,122,53,Mena Temple,30
1384,126,53,Mena Temple,30
1385,181,53,Mena Temple,30
1386,256,53,Mena Temple,30
1387,268,53,Mena Temple,30
1388,285,53,Mena Temple,30
1389,307,53,Mena Temple,30
1390,358,53,Mena Temple,30
1391,386,53,Mena Temple,30
1392,447,53,Mena Temple,30
1393,465,53,Mena Temple,30
1394,490,53,Mena Temple,30
1395,492,53,Mena Temple,30
1396,508,53,Mena Temple,30
1397,518,53,Mena Temple,30
1398,573,53,Mena Temple,30
1399,576,53,Mena Temple,30
1400,577,53,Mena Temple,30
1401,697,53,Mena Temple,30
1402,725,53,Mena Temple,30
1403,727,53,Mena Temple,30
1404,937,53,Mena Temple,30
1405,947,53,Mena Temple,30
1406,961,53,Mena Temple,30
1407,980,53,Mena Temple,30
1408,84,54,Penelope Pinkett,25
1409,129,54,Penelope Pinkett,25
1410,150,54,Penelope Pinkett,25
1411,184,54,Penelope Pinkett,25
1412,285,54,Penelope Pinkett,25
1413,292,54,Penelope Pinkett,25
1414,301,54,Penelope Pinkett,25
1415,348,54,Penelope Pinkett,25
1416,489,54,Penelope Pinkett,25
1417,510,54,Penelope Pinkett,25
1418,524,54,Penelope Pinkett,25
1419,546,54,Penelope Pinkett,25
1420,600,54,Penelope Pinkett,25
1421,636,54,Penelope Pinkett,25
1422,649,54,Penelope Pinkett,25
1423,658,54,Penelope Pinkett,25
1424,754,54,Penelope Pinkett,25
1425,764,54,Penelope Pinkett,25
1426,842,54,Penelope Pinkett,25
1427,858,54,Penelope Pinkett,25
1428,861,54,Penelope Pinkett,25
1429,913,54,Penelope Pinkett,25
1430,970,54,Penelope Pinkett,25
1431,988,54,Penelope Pinkett,25
1432,990,54,Penelope Pinkett,25
1433,8,55,Fay Kilmer,20
1434,27,55,Fay Kilmer,20
1435,75,55,Fay Kilmer,20
1436,197,55,Fay Kilmer,20
1437,307,55,Fay Kilmer,20
1438,320,55,Fay Kilmer,20
1439,340,55,Fay Kilmer,20
1440,403,55,Fay Kilmer,20
1441,485,55,Fay Kilmer,20
1442,486,55,Fay Kilmer,20
1443,603,55,Fay Kilmer,20
1444,612,55,Fay Kilmer,20
1445,620,55,Fay Kilmer,20
1446,709,55,Fay Kilmer,20
1447,776,55,Fay Kilmer,20
1448,790,55,Fay Kilmer,20
1449,815,55,Fay Kilmer,20
1450,827,55,Fay Kilmer,20
1451,930,55,Fay Kilmer,20
1452,963,55,Fay Kilmer,20
1453,63,56,Dan Harris,28
1454,87,56,Dan Harris,28
1455,226,56,Dan Harris,28
1456,236,56,Dan Harris,28
1457,298,56,Dan Harris,28
1458,307,56,Dan Harris,28
1459,354,56,Dan Harris,28
1460,383,56,Dan Harris,28
1461,417,56,Dan Harris,28
1462,421,56,Dan Harris,28
1463,457,56,Dan Harris,28
1464,462,56,Dan Harris,28
1465,474,56,Dan Harris,28
1466,521,56,Dan Harris,28
1467,593,56,Dan Harris,28
1468,728,56,Dan Harris,28
1469,750,56,Dan Harris,28
1470,769,56,Dan Harris,28
1471,781,56,Dan Harris,28
1472,795,56,Dan Harris,28
1473,844,56,Dan Harris,28
1474,851,56,Dan Harris,28
1475,862,56,Dan Harris,28
1476,868,56,Dan Harris,28
1477,892,56,Dan Harris,28
1478,893,56,Dan Harris,28
1479,936,56,Dan Harris,28
1480,965,56,Dan Harris,28
1481,16,57,Jude Cruise,30
1482,34,57,Jude Cruise,30
1483,101,57,Jude Cruise,30
1484,114,57,Jude Cruise,30
1485,122,57,Jude Cruise,30
1486,134,57,Jude Cruise,30
1487,144,57,Jude Cruise,30
1488,153,57,Jude Cruise,30
1489,192,57,Jude Cruise,30
1490,213,57,Jude Cruise,30
1491,258,57,Jude Cruise,30
1492,267,57,Jude Cruise,30
1493,317,57,Jude Cruise,30
1494,340,57,Jude Cruise,30
1495,393,57,Jude Cruise,30
1496,437,57,Jude Cruise,30
1497,447,57,Jude Cruise,30
1498,502,57,Jude Cruise,30
1499,592,57,Jude Cruise,30
1500,605,57,Jude Cruise,30
1501,637,57,Jude Cruise,30
1502,685,57,Jude Cruise,30
1503,707,57,Jude Cruise,30
1504,714,57,Jude Cruise,30
1505,717,57,Jude Cruise,30
1506,737,57,Jude Cruise,30
1507,767,57,Jude Cruise,30
1508,852,57,Jude Cruise,30
1509,891,57,Jude Cruise,30
1510,918,57,Jude Cruise,30
1511,48,58,Christian Akroyd,32
1512,68,58,Christian Akroyd,32
1513,119,58,Christian Akroyd,32
1514,128,58,Christian Akroyd,32
1515,135,58,Christian Akroyd,32
1516,175,58,Christian Akroyd,32
1517,199,58,Christian Akroyd,32
1518,235,58,Christian Akroyd,32
1519,242,58,Christian Akroyd,32
1520,243,58,Christian Akroyd,32
1521,254,58,Christian Akroyd,32
1522,306,58,Christian Akroyd,32
1523,316,58,Christian Akroyd,32
1524,417,58,Christian Akroyd,32
1525,426,58,Christian Akroyd,32
1526,460,58,Christian Akroyd,32
1527,477,58,Christian Akroyd,32
1528,541,58,Christian Akroyd,32
1529,549,58,Christian Akroyd,32
1530,551,58,Christian Akroyd,32
1531,553,58,Christian Akroyd,32
1532,578,58,Christian Akroyd,32
1533,602,58,Christian Akroyd,32
1534,632,58,Christian Akroyd,32
1535,635,58,Christian Akroyd,32
1536,638,58,Christian Akroyd,32
1537,698,58,Christian Akroyd,32
1538,726,58,Christian Akroyd,32
1539,755,58,Christian Akroyd,32
1540,800,58,Christian Akroyd,32
1541,856,58,Christian Akroyd,32
1542,858,58,Christian Akroyd,32
1543,5,59,Dustin Tautou,27
1544,46,59,Dustin Tautou,27
1545,54,59,Dustin Tautou,27
1546,72,59,Dustin Tautou,27
1547,88,59,Dustin Tautou,27
1548,121,59,Dustin Tautou,27
1549,129,59,Dustin Tautou,27
1550,130,59,Dustin Tautou,27
1551,183,59,Dustin Tautou,27
1552,210,59,Dustin Tautou,27
1553,241,59,Dustin Tautou,27
1554,295,59,Dustin Tautou,27
1555,418,59,Dustin Tautou,27
1556,572,59,Dustin Tautou,27
1557,644,59,Dustin Tautou,27
1558,650,59,Dustin Tautou,27
1559,689,59,Dustin Tautou,27
1560,694,59,Dustin Tautou,27
1561,702,59,Dustin Tautou,27
1562,713,59,Dustin Tautou,27
1563,749,59,Dustin Tautou,27
1564,772,59,Dustin Tautou,27
1565,853,59,Dustin Tautou,27
1566,862,59,Dustin Tautou,27
1567,943,59,Dustin Tautou,27
1568,946,59,Dustin Tautou,27
1569,984,59,Dustin Tautou,27
1570,31,60,Henry Berry,35
1571,85,60,Henry Berry,35
1572,133,60,Henry Berry,35
1573,142,60,Henry Berry,35
1574,177,60,Henry Berry,35
1575,179,60,Henry Berry,35
1576,186,60,Henry Berry,35
1577,222,60,Henry Berry,35
1578,235,60,Henry Berry,35
1579,239,60,Henry Berry,35
1580,253,60,Henry Berry,35
1581,262,60,Henry Berry,35
1582,297,60,Henry Berry,35
1583,299,60,Henry Berry,35
1584,334,60,Henry Berry,35
1585,376,60,Henry Berry,35
1586,423,60,Henry Berry,35
1587,436,60,Henry Berry,35
1588,493,60,Henry Berry,35
1589,534,60,Henry Berry,35
1590,551,60,Henry Berry,35
1591,658,60,Henry Berry,35
1592,665,60,Henry Berry,35
1593,679,60,Henry Berry,35
1594,754,60,Henry Berry,35
1595,771,60,Henry Berry,35
1596,783,60,Henry Berry,35
1597,784,60,Henry Berry,35
1598,805,60,Henry Berry,35
1599,830,60,Henry Berry,35
1600,835,60,Henry Berry,35
1601,928,60,Henry Berry,35
1602,952,60,Henry Berry,35
1603,971,60,Henry Berry,35
1604,986,60,Henry Berry,35
1605,235,61,Christian Neeson,25
1606,237,61,Christian Neeson,25
1607,307,61,Christian Neeson,25
1608,362,61,Christian Neeson,25
1609,372,61,Christian Neeson,25
1610,374,61,Christian Neeson,25
1611,423,61,Christian Neeson,25
1612,433,61,Christian Neeson,25
1613,508,61,Christian Neeson,25
1614,518,61,Christian Neeson,25
1615,519,61,Christian Neeson,25
1616,535,61,Christian Neeson,25
1617,537,61,Christian Neeson,25
1618,585,61,Christian Neeson,25
1619,639,61,Christian Neeson,25
1620,648,61,Christian Neeson,25
1621,649,61,Christian Neeson,25
1622,703,61,Christian Neeson,25
1623,752,61,Christian Neeson,25
1624,766,61,Christian Neeson,25
1625,767,61,Christian Neeson,25
1626,780,61,Christian Neeson,25
1627,831,61,Christian Neeson,25
1628,832,61,Christian Neeson,25
1629,990,61,Christian Neeson,25
1630,6,62,Jayne Neeson,29
1631,42,62,Jayne Neeson,29
1632,54,62,Jayne Neeson,29
1633,100,62,Jayne Neeson,29
1634,101,62,Jayne Neeson,29
1635,129,62,Jayne Neeson,29
1636,198,62,Jayne Neeson,29
1637,211,62,Jayne Neeson,29
1638,231,62,Jayne Neeson,29
1639,272,62,Jayne Neeson,29
1640,295,62,Jayne Neeson,29
1641,337,62,Jayne Neeson,29
1642,375,62,Jayne Neeson,29
1643,385,62,Jayne Neeson,29
1644,393,62,Jayne Neeson,29
1645,398,62,Jayne Neeson,29
1646,406,62,Jayne Neeson,29
1647,413,62,Jayne Neeson,29
1648,428,62,Jayne Neeson,29
